,custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03,filter_$
2500,6586-WQYXJE-7E1,Zone 5,"2,500-9,999",Male,22.0,18-24,May,17.0,College degree,Agricultural and Natural Resources,No,0.0,Less than 2,No,28.0,3.332204510175204,$25 - $49,11.4,0.517104,-0.6595112641621906,2.6748960000000004,0.9839105010875084,No,Highly dissatisfied,Unmarried,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Own,Multiple-Family,3.0,4 to 7,4.0,Own,Domestic,16.7,Economy,No,No,Car,Single occupancy,23.0,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,,Slightly conservative,No,No,Yes,Discover,Platinum,Other,No,4.0,2 to 5,American Express,None,Cash back,No,4.0,2 to 5,16.0,411.3,3.0,63.620000000000005,Yes,Energy bar,27.0,Yes,14.5,2.6741486494265287,471.05,6.154964245494677,Yes,32.75,3.488902962081261,891.4,6.792793260512456,Yes,41.5,3.7256934272366524,1100.65,7.00365619335934,Yes,18.5,2.917770732084279,475.0,6.163314804034641,Yes,27.85,3.326832966373293,785.55,6.666384109393606,No,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,11.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,1.0
2501,8786-NITSCF-MFC,Zone 3,"10,000-49,999",Female,21.0,18-24,April,16.0,Some college,Sales and Office,Yes,0.0,Less than 2,No,19.0,2.9444389791664403,Under $25,6.9,0.6948300000000001,-0.36408806765440666,0.6161700000000001,-0.4842323794964698,Yes,Highly dissatisfied,Unmarried,,,3.0,5.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,Own,Mobile Home,0.0,Less than 3,1.0,Own,Import,11.600000000000001,Economy,No,No,Walk,Non-motorized,26.0,No,No,No,No,Yes,Yes,No,Yes,No,Yes,,Moderate,No,No,No,Mastercard,Gold,Cash back,No,4.0,2 to 5,Discover,Other,Cash back,No,3.0,2 to 5,19.0,518.13,10.0,301.31,No,Cereal,6.0,No,5.1,1.62924053973028,27.15,3.3013770463799443,Yes,13.75,2.6210388241125804,79.8,4.379523504455763,Yes,40.25,3.6951100038645723,197.3,5.2847254130285695,Yes,21.0,3.044522437723423,105.0,4.653960350157523,Yes,35.85,3.5793435670456293,207.25,5.333925794015404,Yes,Yes,Yes,Cable modem,Yes,Yes,Yes,Yes,Yes,Yes,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1.0
2502,8440-YRNTCE-8D1,Zone 4,"< 2,500",Female,21.0,18-24,July,13.0,High school degree,Sales and Office,No,0.0,Less than 2,No,17.0,2.833213344056216,Under $25,9.1,0.945217,-0.056340748219612685,0.601783,-0.5078583637727617,No,Highly dissatisfied,Unmarried,,,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,Own,Single-family,1.0,Less than 3,2.0,Lease,Import,8.700000000000001,Economy,No,No,Train/Subway,Public transportation,32.0,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,,Moderate,No,No,Yes,Mastercard,Platinum,Airline miles,Yes,4.0,2 to 5,Visa,Gold,Cash back,No,3.0,2 to 5,6.0,121.47,7.0,136.52,Yes,Energy bar,5.0,No,2.95,1.0818051703517284,6.2,1.824549292051046,No,0.0,,0.0,,No,0.0,,0.0,,No,0.0,,0.0,,No,0.0,,0.0,,No,No,No,None,No,Yes,No,No,No,Yes,32.0,No,No,Yes,No,No,Yes,No,No,No,No,No,No,1.0
2503,3775-KNAVJV-X9Y,Zone 1,"> 250,000",Male,18.0,18-24,September,13.0,High school degree,"Precision Production, Craft, Repair",Yes,0.0,Less than 2,No,23.0,3.1354942159291497,Under $25,15.0,1.1385,0.1297116065216573,2.3114999999999997,0.837896664446143,Yes,Highly dissatisfied,Married,16.0,Some college,3.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,Own,Single-family,0.0,Less than 3,2.0,Own,Import,11.4,Economy,Yes,No,Car,Single occupancy,27.0,Yes,No,No,No,Yes,No,No,No,No,No,Prices,Liberal,No,No,No,Mastercard,Platinum,Airline miles,No,0.0,Less than 2,Discover,Platinum,Cash back,No,1.0,Less than 2,12.0,257.97,1.0,21.63,No,Cereal,6.0,No,3.4,1.2237754316221157,29.8,3.3945083935113587,No,0.0,,0.0,,No,0.0,,0.0,,No,0.0,,0.0,,No,0.0,,0.0,,No,No,No,Dial-up,Yes,No,No,No,No,No,0.0,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,0.0
2504,1432-DOEIXA-PSE,Zone 5,"< 2,500",Male,72.0,>65,December,20.0,Post-undergraduate degree,Sales and Office,No,2.0,2 to 5,Yes,27.0,3.295836866004329,$25 - $49,10.2,1.3191659999999998,0.27699971873524115,1.4348340000000002,0.3610491630776931,No,Highly dissatisfied,Unmarried,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rent,Multiple-Family,41.0,More than 25,1.0,Own,Domestic,10.600000000000001,Economy,Yes,No,Bus,Public transportation,24.0,No,No,No,Yes,No,No,Yes,No,No,No,,Slightly conservative,Yes,No,No,American Express,Platinum,Airline miles,No,23.0,More than 15,Mastercard,None,Airline miles,No,15.0,11 to 15,5.0,121.49000000000001,6.0,127.69,No,Energy bar,49.0,Yes,8.15,2.0980179272527715,410.55,6.017497724154798,Yes,26.0,3.258096538021482,1262.6,7.140928365933525,Yes,37.3,3.6189933266497696,1761.0,7.473637108496206,Yes,19.25,2.9575110607337933,940.0,6.84587987526405,No,0.0,,0.0,,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,31.0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,1.0
2505,3942-OUUULP-XXE,Zone 1,"50,000-249,999",Male,79.0,>65,November,18.0,College degree,Service,No,24.0,More than 15,Yes,14.0,2.6390573296152584,Under $25,4.8,0.22243200000000002,-1.5031338420640616,0.449568,-0.7994681573128961,No,Highly satisfied,Married,20.0,Post-undergraduate degree,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Own,Condominium/Townhouse,29.0,More than 25,1.0,Lease,Domestic,4.4,Economy,No,No,Walk,Non-motorized,32.0,No,Yes,Yes,No,No,No,No,Yes,No,No,,Liberal,Yes,No,Yes,American Express,Gold,Other,No,20.0,More than 15,Visa,Other,Airline miles,No,20.0,More than 15,6.0,158.0,3.0,71.49,No,Oatmeal,53.0,No,13.65,2.613739521630969,697.2,6.547072313645866,No,0.0,,0.0,,Yes,33.6,3.5145260669691587,1771.65,7.479666594725966,Yes,11.5,2.4423470353692043,615.0,6.421622267806518,No,0.0,,0.0,,Yes,Yes,No,DSL,No,No,No,No,Yes,Yes,17.0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,1.0
2506,5771-VOGVYT-1WW,Zone 1,"> 250,000",Male,52.0,50-64,April,10.0,Did not complete high school,Sales and Office,No,4.0,2 to 5,No,32.0,3.4657359027997265,$25 - $49,12.9,1.1186880000000001,0.11215657007682557,3.009312,1.1017114812057827,No,Somewhat dissatisfied,Married,6.0,Did not complete high school,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Own,Single-family,26.0,More than 25,2.0,Own,Import,16.6,Economy,No,No,Car,Single occupancy,24.0,Yes,No,No,No,No,No,No,Yes,No,No,,Slightly conservative,No,No,No,Visa,Platinum,None,No,35.0,More than 15,American Express,Platinum,None,Yes,28.0,More than 15,11.0,208.29,7.0,162.69,Yes,Energy bar,67.0,No,13.95,2.6354795082673745,939.3,6.84513491700047,Yes,23.75,3.1675825304806504,1653.95,7.410921645380639,No,0.0,,0.0,,Yes,38.0,3.6375861597263857,2475.0,7.813995675002791,No,0.0,,0.0,,Yes,No,Yes,None,Yes,Yes,Yes,Yes,No,Yes,19.0,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,1.0
2507,7814-CHEXRD-J9D,Zone 3,"> 250,000",Female,57.0,50-64,June,12.0,High school degree,Agricultural and Natural Resources,No,29.0,More than 15,No,88.0,4.477336814478207,$75 - $124,7.000000000000001,1.37368,0.3174932700234101,4.78632,1.5657618489309388,No,Neutral,Married,13.0,High school degree,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,Rent,Multiple-Family,31.0,More than 25,3.0,Own,Domestic,33.0,Standard,No,No,Car,Single occupancy,18.0,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,,Moderate,No,Yes,Yes,Mastercard,Gold,Other,No,37.0,More than 15,Discover,Gold,Cash back,No,27.0,More than 15,4.0,73.81,0.0,0.0,Yes,Oatmeal,68.0,No,31.9,3.462606009790799,2196.9,7.6948025547351335,No,0.0,,0.0,,No,0.0,,0.0,,Yes,17.0,2.833213344056216,1175.0,7.069023426578259,No,0.0,,0.0,,Yes,No,No,None,No,No,No,No,No,Yes,20.0,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,0.0
2508,1078-HIOXPG-1WS,Zone 3,"10,000-49,999",Male,24.0,18-24,June,19.0,College degree,Managerial and Professional,No,0.0,Less than 2,No,26.0,3.258096538021482,$25 - $49,17.4,1.796028,0.5855775599589274,2.7279720000000003,1.0035584759989225,Yes,Highly dissatisfied,Unmarried,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rent,Single-family,4.0,4 to 7,5.0,Own,Domestic,12.5,Economy,No,Yes,Car,Single occupancy,24.0,Yes,No,No,No,No,No,No,No,No,No,,Moderate,No,No,No,Discover,Gold,Other,No,4.0,2 to 5,Other,None,Cash back,No,3.0,2 to 5,7.0,213.70000000000002,7.0,257.1,Yes,Energy bar,15.0,Yes,6.05,1.80005827204275,77.8,4.354141431184346,No,0.0,,0.0,,Yes,37.2,3.616308761279101,503.5,6.221583712158617,No,0.0,,0.0,,No,0.0,,0.0,,Yes,No,No,Other,No,No,No,No,Yes,Yes,24.0,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,1.0
2509,3630-KZJKVU-3J9,Zone 5,"10,000-49,999",Male,77.0,>65,February,17.0,College degree,Agricultural and Natural Resources,No,42.0,More than 15,Yes,160.0,5.075173815233827,$125+,8.0,0.9856,-0.014504686202881688,11.814400000000001,2.469319126446287,No,Highly satisfied,Unmarried,,,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,Own,Single-family,31.0,More than 25,3.0,Own,Import,84.0,Luxury,Yes,No,Car,Single occupancy,29.0,Yes,No,No,Yes,Yes,No,No,No,No,No,,Slightly conservative,Yes,No,Yes,Discover,Platinum,Airline miles,No,38.0,More than 15,American Express,None,None,No,29.0,More than 15,9.0,292.37,3.0,76.36,No,Oatmeal,72.0,No,26.4,3.2733640101522705,1910.05,7.554884698708508,No,0.0,,0.0,,Yes,38.8,3.6584202466292277,2778.3,7.929594508844333,Yes,13.75,2.6210388241125804,1025.0,6.932447891572509,No,0.0,,0.0,,Yes,No,No,Dial-up,No,No,No,No,Yes,Yes,22.0,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,1.0
2510,5272-KKAGMV-6IX,Zone 5,"2,500-9,999",Female,27.0,25-34,October,14.0,High school degree,Sales and Office,No,1.0,Less than 2,No,26.0,3.258096538021482,$25 - $49,6.2,0.480376,-0.733186148392296,1.131624,0.12365376912811059,No,Somewhat dissatisfied,Married,13.0,High school degree,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Own,Single-family,2.0,Less than 3,0.0,,,,,,No,Other non-motorized transit,Non-motorized,29.0,No,No,No,Yes,Yes,No,No,No,Yes,No,,Moderate,No,No,No,American Express,None,Airline miles,No,9.0,6 to 10,Mastercard,Other,Airline miles,No,9.0,6 to 10,12.0,341.73,4.0,106.34,No,Cereal,47.0,No,14.05,2.642622395779755,601.35,6.399177127756626,Yes,30.0,3.4011973816621555,1459.6,7.2859177045622925,No,0.0,,0.0,,Yes,17.25,2.847812143477369,835.0,6.727431724850855,No,0.0,,0.0,,No,No,No,DSL,No,No,No,Yes,No,Yes,11.0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,1.0
2511,3736-RXJUQP-APP,Zone 5,"10,000-49,999",Male,70.0,>65,June,20.0,Post-undergraduate degree,Sales and Office,No,6.0,6 to 10,No,61.0,4.110873864173311,$50 - $74,5.0,0.6710000000000002,-0.398986142010455,2.379,0.8666802313208206,No,Somewhat satisfied,Unmarried,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Own,Multiple-Family,32.0,More than 25,2.0,Own,Domestic,21.5,Standard,Yes,No,Car,Single occupancy,33.0,Yes,No,No,Yes,No,No,No,No,No,Yes,,Moderate,No,No,No,Discover,Gold,None,No,26.0,More than 15,Mastercard,Platinum,None,No,17.0,More than 15,8.0,179.35,2.0,51.050000000000004,No,Energy bar,53.0,No,5.55,1.713797927758343,280.8,5.637642672151656,Yes,24.0,3.1780538303479458,1218.8,7.105622047111554,No,0.0,,0.0,,Yes,13.0,2.5649493574615367,690.0,6.536691597591305,No,0.0,,0.0,,Yes,No,Yes,Cable modem,No,Yes,No,No,Yes,Yes,10.0,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,1.0
2512,7941-KOWOLC-7SZ,Zone 2,"> 250,000",Male,76.0,>65,August,10.0,Did not complete high school,Sales and Office,No,11.0,11 to 15,Yes,12.0,2.4849066497880004,Under $25,5.4,0.23004000000000002,-1.4695020721365835,0.41796,-0.872369544816227,No,Somewhat satisfied,Unmarried,,,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,Rent,Multiple-Family,40.0,More than 25,3.0,Lease,Domestic,6.0,Economy,No,Yes,Car,Single occupancy,19.0,Yes,No,No,No,No,No,No,No,No,Yes,Prices,Moderate,No,No,No,Mastercard,Other,Airline miles,No,26.0,More than 15,American Express,None,None,No,20.0,More than 15,9.0,198.31,4.0,100.84,Yes,Oatmeal,57.0,No,6.05,1.80005827204275,305.4,5.721622392784532,No,0.0,,0.0,,No,0.0,,0.0,,Yes,15.25,2.7245795030534206,905.0,6.807934943699926,No,0.0,,0.0,,Yes,No,Yes,Cable modem,No,Yes,Yes,No,No,Yes,28.0,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,1.0
2513,6600-BPDMLW-1FO,Zone 1,"2,500-9,999",Female,30.0,25-34,May,11.0,Did not complete high school,"Precision Production, Craft, Repair",Yes,6.0,6 to 10,No,29.0,3.367295829986474,$25 - $49,14.399999999999999,1.3154399999999997,0.2741712104238334,2.8605599999999995,1.0510174098604257,No,Somewhat dissatisfied,Unmarried,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rent,Multiple-Family,7.0,4 to 7,1.0,Own,Import,12.3,Economy,No,Yes,Bus,Public transportation,31.0,No,No,No,Yes,No,No,No,No,No,No,,Liberal,No,Yes,Yes,Visa,Other,Airline miles,No,8.0,6 to 10,Mastercard,Other,None,No,3.0,2 to 5,11.0,267.72,8.0,240.51,No,Cereal,10.0,No,3.1,1.1314021114911006,26.6,3.2809112157876537,No,0.0,,0.0,,No,0.0,,0.0,,No,0.0,,0.0,,No,0.0,,0.0,,No,No,No,None,No,No,Yes,No,No,Yes,22.0,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,0.0
2514,0789-GDBZRI-CJK,Zone 1,"> 250,000",Female,37.0,35-49,September,14.0,High school degree,Managerial and Professional,No,5.0,2 to 5,No,38.0,3.6375861597263857,$25 - $49,11.4,1.680816,0.5192793897798806,2.6511839999999998,0.9750063326689331,Yes,Somewhat satisfied,Married,14.0,High school degree,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Own,Single-family,10.0,8 to 15,0.0,,,,,,No,Bus,Public transportation,18.0,No,Yes,No,Yes,No,No,No,No,No,No,,Liberal,No,Yes,No,Mastercard,None,Other,Yes,12.0,11 to 15,Other,Other,Airline miles,No,16.0,More than 15,13.0,264.39,9.0,175.57,No,Cereal,40.0,No,9.45,2.2460147415056513,396.35,5.982297659283165,No,0.0,,0.0,,No,0.0,,0.0,,Yes,10.75,2.3749057545736716,415.0,6.028278520230698,No,0.0,,0.0,,No,No,No,Dial-up,Yes,Yes,No,No,No,Yes,23.0,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,0.0
2515,0190-RBMWAK-BEZ,Zone 4,"10,000-49,999",Female,34.0,25-34,July,14.0,High school degree,Sales and Office,No,0.0,Less than 2,No,19.0,2.9444389791664403,Under $25,5.1,0.334305,-1.0957015290421481,0.634695,-0.45461071043825596,Yes,Somewhat satisfied,Unmarried,,,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,Own,Condominium/Townhouse,10.0,8 to 15,1.0,Own,Import,9.1,Economy,No,Yes,Carpool,Multiple occupancy,28.0,No,No,Yes,No,Yes,No,No,No,Yes,No,,Moderate,No,No,No,Discover,Gold,Other,Yes,11.0,11 to 15,Mastercard,Platinum,None,No,7.0,6 to 10,3.0,56.06,3.0,62.5,Yes,Energy bar,30.0,No,6.45,1.864080130807681,246.0,5.5053315359323625,No,0.0,,0.0,,Yes,23.3,3.1484533605716547,686.45,6.531533389343614,No,0.0,,0.0,,No,0.0,,0.0,,No,No,No,None,No,No,No,No,Yes,Yes,30.0,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,1.0
2516,6682-DJOWUB-QAO,Zone 1,"> 250,000",Male,57.0,50-64,October,15.0,Some college,Managerial and Professional,Yes,16.0,More than 15,No,105.0,4.653960350157523,$75 - $124,11.899999999999999,4.873049999999999,1.5837200244284706,7.62195,2.0310322424721354,No,Somewhat satisfied,Unmarried,,,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Own,Mobile Home,27.0,More than 25,2.0,Own,Domestic,56.2,Luxury,No,No,Car,Single occupancy,14.0,Yes,No,No,Yes,No,No,No,No,No,No,,Moderate,No,No,Yes,Discover,Other,Cash back,Yes,12.0,11 to 15,American Express,Other,Cash back,No,14.0,11 to 15,10.0,317.44,5.0,71.27,Yes,Cereal,35.0,No,7.95,2.0731719286662407,253.1,5.533784667551078,No,0.0,,0.0,,No,0.0,,0.0,,No,0.0,,0.0,,No,0.0,,0.0,,No,No,No,None,No,No,Yes,No,No,Yes,21.0,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,1.0
2517,8046-XNHBTO-HVJ,Zone 2,"2,500-9,999",Female,43.0,35-49,August,21.0,Post-undergraduate degree,Sales and Office,No,2.0,2 to 5,No,69.0,4.23410650459726,$50 - $74,21.3,5.0998589999999995,1.6292128922892695,9.597141,2.2614652416188417,No,Highly dissatisfied,Married,18.0,College degree,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Own,Single-family,21.0,16 to 25,4.0,Lease,Import,30.5,Standard,No,Yes,Car,Single occupancy,30.0,Yes,No,No,Yes,No,No,No,Yes,No,No,Prices,Liberal,No,Yes,No,Discover,Other,Cash back,No,25.0,More than 15,Mastercard,Other,None,No,19.0,More than 15,11.0,199.05,2.0,16.65,Yes,Oatmeal,53.0,Yes,15.95,2.7694588292308535,897.6,6.799724534768432,No,0.0,,0.0,,Yes,54.0,3.9889840465642745,2770.7,7.926855274837429,Yes,11.75,2.463853240590168,620.0,6.429719478039138,Yes,44.75,3.8010914447208646,2332.1,7.754524428197647,Yes,Yes,No,Other,Yes,No,No,No,Yes,Yes,23.0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,0.0
2518,3453-LCVWGA-OJM,Zone 3,"50,000-249,999",Male,24.0,18-24,August,13.0,High school degree,Sales and Office,No,0.0,Less than 2,No,24.0,3.1780538303479458,Under $25,7.000000000000001,0.6484800000000001,-0.4331241161021385,1.03152,0.03103344258017296,Yes,Somewhat dissatisfied,Unmarried,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Own,Mobile Home,4.0,4 to 7,1.0,Own,Import,13.0,Economy,No,Yes,Carpool,Multiple occupancy,18.0,No,No,Yes,No,No,No,Yes,No,No,No,,Conservative,Yes,No,Yes,Visa,Gold,Other,Yes,6.0,6 to 10,Mastercard,None,Other,No,7.0,6 to 10,12.0,236.04,4.0,77.63,No,Energy bar,19.0,No,11.5,2.4423470353692043,203.8,5.3171391207886245,Yes,18.0,2.8903717578961645,320.45,5.769726257950236,Yes,33.05,3.498021566297695,599.65,6.39634615167773,Yes,22.25,3.1023420086122493,370.0,5.91350300563827,Yes,28.55,3.351656936102019,472.6,6.158249364752807,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,13.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,1.0
2519,2814-PSLRXB-EN1,Zone 1,"> 250,000",Male,44.0,35-49,January,19.0,College degree,Sales and Office,No,8.0,6 to 10,No,184.0,5.214935757608986,$125+,9.9,16.631208,2.81128093037427,1.5847920000000002,0.4604531684338853,Yes,Highly satisfied,Unmarried,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rent,Single-family,17.0,16 to 25,3.0,Own,Domestic,69.7,Luxury,Yes,No,Carpool,Multiple occupancy,26.0,No,No,Yes,No,No,No,No,Yes,No,No,,Slightly liberal,No,No,Yes,Discover,Platinum,None,Yes,23.0,More than 15,Mastercard,Gold,Airline miles,No,15.0,11 to 15,6.0,120.78,5.0,94.67,No,Oatmeal,45.0,Yes,15.5,2.740840023925201,637.7,6.457867953321226,Yes,25.0,3.2188758248682006,1191.7,7.08313613809676,No,0.0,,0.0,,Yes,5.25,1.6582280766035324,240.0,5.480638923341991,Yes,25.45,3.2367157429965316,1039.35,6.9463507967415,Yes,No,No,Cable modem,Yes,Yes,No,No,Yes,Yes,24.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1.0
2520,5468-WESAXW-0QR,Zone 2,"> 250,000",Female,58.0,50-64,July,18.0,College degree,Sales and Office,No,0.0,Less than 2,No,145.0,4.976733742420574,$125+,20.4,6.62592,1.8909892301555564,22.954079999999998,3.133495698483735,Yes,Neutral,Unmarried,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Own,Single-family,27.0,More than 25,2.0,Own,Import,53.7,Luxury,Yes,Yes,Car,Single occupancy,21.0,Yes,No,No,No,No,No,No,No,No,No,Other,Moderate,Yes,No,No,Visa,Platinum,Other,No,5.0,2 to 5,Discover,Gold,Cash back,No,3.0,2 to 5,11.0,387.01,10.0,205.64000000000001,No,Cereal,10.0,No,3.5,1.252762968495368,22.2,3.100092288878234,No,0.0,,0.0,,Yes,39.85,3.685122405236224,342.5,5.83627165770228,Yes,18.25,2.9041650800285006,130.0,4.867534450455582,No,0.0,,0.0,,No,Yes,No,Dial-up,No,Yes,No,No,Yes,Yes,15.0,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,0.0
2521,6254-ORDXSZ-8K4,Zone 5,"10,000-49,999",Male,24.0,18-24,June,17.0,College degree,Sales and Office,No,0.0,Less than 2,No,28.0,3.332204510175204,$25 - $49,7.6,0.31281600000000004,-1.1621401207240027,1.8151840000000001,0.5961868399889401,No,Highly dissatisfied,Unmarried,,,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Own,Multiple-Family,4.0,4 to 7,3.0,Lease,Domestic,13.100000000000001,Economy,No,No,Car,Single occupancy,23.0,Yes,No,No,No,Yes,No,No,No,No,Yes,,Liberal,Yes,Yes,No,Discover,None,None,No,6.0,6 to 10,Mastercard,Gold,None,Yes,6.0,6 to 10,9.0,231.65,7.0,151.4,Yes,Energy bar,29.0,Yes,10.05,2.307572634505085,328.25,5.793775513182905,Yes,34.75,3.548179572010801,988.1,6.895783907200917,No,0.0,,0.0,,Yes,12.5,2.5257286443082556,330.0,5.799092654460526,Yes,27.2,3.3032169733019514,761.35,6.635093173286742,No,Yes,Yes,None,Yes,No,Yes,Yes,Yes,Yes,12.0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,1.0
2522,0984-YAUVVA-UVC,Zone 2,"> 250,000",Female,29.0,25-34,November,13.0,High school degree,"Operation, Fabrication, General Labor",No,8.0,6 to 10,No,43.0,3.7612001156935624,$25 - $49,32.300000000000004,2.291685,0.8292873548525256,11.597315000000002,2.4507736058028007,Yes,Neutral,Unmarried,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rent,Multiple-Family,2.0,Less than 3,3.0,Own,Domestic,20.5,Standard,Yes,Yes,Car,Single occupancy,32.0,Yes,No,No,No,No,No,No,No,No,No,,Moderate,No,No,No,American Express,Platinum,Airline miles,No,3.0,2 to 5,Discover,Platinum,Other,No,3.0,2 to 5,18.0,558.87,7.0,232.5,Yes,Energy bar,16.0,Yes,4.35,1.4701758451005926,75.9,4.3294166844015844,No,0.0,,0.0,,No,0.0,,0.0,,No,0.0,,0.0,,No,0.0,,0.0,,No,No,No,None,No,No,No,No,No,Yes,16.0,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,1.0
2523,0806-LOUUEI-0C6,Zone 1,"> 250,000",Female,66.0,>65,March,12.0,High school degree,Sales and Office,No,12.0,11 to 15,No,72.0,4.276666119016055,$50 - $74,8.0,0.8467199999999999,-0.16638521749560098,4.91328,1.591941743217342,No,Somewhat satisfied,Unmarried,,,1.0,11.0,0.0,2.0,0.0,1.0,0.0,0.0,8.0,Own,Single-family,45.0,More than 25,2.0,Own,Domestic,48.0,Luxury,Yes,No,Car,Single occupancy,24.0,Yes,No,No,Yes,No,No,No,No,No,No,,Moderate,No,No,No,Visa,None,Airline miles,Yes,28.0,More than 15,Mastercard,Other,Other,No,23.0,More than 15,8.0,319.90000000000003,8.0,185.21,No,Oatmeal,55.0,No,15.25,2.7245795030534206,762.2,6.63620898843976,Yes,31.0,3.4339872044851463,1776.6,7.4824567043356005,No,0.0,,0.0,,Yes,16.5,2.803360380906535,955.0,6.86171134048073,Yes,40.5,3.7013019741124933,2116.6,7.657566306659624,Yes,Yes,Yes,None,Yes,Yes,Yes,Yes,No,Yes,18.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,1.0
